"","method","bias","mse","ATE","ci_cov","power","u","a","n","b","rho","psi","ax","bax","baz"
"1.1","IV",1.28024594338206,1.63902967554623,0.101280245943382,94,100,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"1.2","Ideal",0.879534736363659,0.773581352470292,0.100879534736364,94,100,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"1.3","MIME",-1.41141869865884,1.99210274292381,0.0985885813013412,85.6,97.6,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"1.4","Naive",1.32738463455917,1.76194996806378,0.101327384634559,94.8,100,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"1.5","PSC",1.01673512411683,1.03375031261286,0.101016735124117,28.4,100,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"1.6","SIMEX ind.",0.920447588593736,0.847223763348024,0.100920447588594,0,100,0.1,0.1,3000,1,0.1,0.5,0.25,0,0
"2.1","IV",0.740689585170479,0.548621061580016,0.10074068958517,94,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"2.2","Ideal",0.807549302765656,0.652135876397297,0.100807549302766,93.6,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"2.3","MIME",0.683649188274043,0.467376212627757,0.100683649188274,94,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"2.4","Naive",3.25623928677662,10.6030942927475,0.103256239286777,92.8,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"2.5","PSC",1.82757895761458,3.3400448463156,0.101827578957615,32.4,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"2.6","SIMEX ind.",0.570194263009578,0.325121497569036,0.10057019426301,0,100,0.25,0.1,3000,1,0.1,0.5,0.25,0,0
"3.1","IV",-0.122946646907196,0.0151158779857226,0.0998770533530928,94.4,99.6,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"3.2","Ideal",0.194823902418412,0.0379563529535391,0.100194823902418,93.2,100,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"3.3","MIME",-0.542625398094243,0.294442322656936,0.0994573746019058,88.8,100,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"3.4","Naive",9.18377806469625,84.3417795415961,0.109183778064696,90.8,100,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"3.5","PSC",3.90864913279112,15.2775380432688,0.103908649132791,29.2,100,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"3.6","SIMEX ind.",1.15372714472663,1.33108632447907,0.101153727144727,0,100,0.5,0.1,3000,1,0.1,0.5,0.25,0,0
"4.1","IV",0.136990950962457,0.0187665206455984,0.100136990950962,94.4,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"4.2","Ideal",-0.409796913663949,0.167933510448498,0.0995902030863361,96,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"4.3","MIME",-1.65017594021748,2.72308063367264,0.0983498240597825,93.2,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"4.4","Naive",16.4982980419822,272.193838282074,0.116498298041982,87.6,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"4.5","PSC",7.69259078315768,59.1759529571224,0.107692590783158,37.2,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"4.6","SIMEX ind.",5.60706499684771,31.4391778788748,0.105607064996848,0,100,0.75,0.1,3000,1,0.1,0.5,0.25,0,0
"5.1","IV",-1.690536074425,2.85791221893229,0.098309463925575,92.4,99.6,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"5.2","Ideal",-1.32751868490688,1.76230585877689,0.0986724813150931,92.8,100,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"5.3","MIME",-2.50847489212471,6.2924462844201,0.0974915251078753,86.8,100,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"5.4","Naive",18.8563977612049,355.563736528774,0.118856397761205,81.2,100,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"5.5","PSC",9.18973173824643,84.4511694209337,0.109189731738246,24.8,100,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"5.6","SIMEX ind.",7.24474647951466,52.48635155244,0.107244746479515,0,100,0.9,0.1,3000,1,0.1,0.5,0.25,0,0
"6.1","IV",-0.52662519978645,0.277334101050118,0.0994733748002136,94.8,100,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"6.2","Ideal",-1.61865378252536,2.62004006768367,0.0983813462174746,96,100,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"6.3","MIME",-2.18906472200784,4.79200435713925,0.0978109352779922,94.8,99.6,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"6.4","Naive",-1.17402975426801,1.37834586390662,0.098825970245732,96.4,100,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"6.5","PSC",-1.75097269313721,3.06590537211219,0.0982490273068628,33.2,100,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"6.6","SIMEX ind.",-1.56917466544809,2.46230913068413,0.0984308253345519,0,100,0.1,0.1,3000,1,0.8,0.5,0.25,0,0
"7.1","IV",2.88212623421012,8.30665162992221,0.10288212623421,94.8,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"7.2","Ideal",1.69901263685837,2.88664394020442,0.101699012636858,94.4,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"7.3","MIME",1.42093352420716,2.01905208021579,0.101420933524207,93.2,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"7.4","Naive",4.08897224778378,16.7196940431459,0.104088972247784,95.2,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"7.5","PSC",1.29938043522623,1.68838951544871,0.101299380435226,34.4,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"7.6","SIMEX ind.",1.9522376133684,3.81123169905035,0.101952237613368,0,100,0.25,0.1,3000,1,0.8,0.5,0.25,0,0
"8.1","IV",0.373180215026555,0.139263472887266,0.100373180215027,93.6,100,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"8.2","Ideal",-0.686732403713005,0.471601394309442,0.099313267596287,97.2,100,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"8.3","MIME",-0.798342595909433,0.637350900443413,0.0992016574040906,94.8,100,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"8.4","Naive",5.95790139404662,35.4965890211826,0.105957901394047,93.2,100,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"8.5","PSC",-1.28116102861098,1.64137358123154,0.098718838971389,31.6,99.2,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"8.6","SIMEX ind.",1.54762627715442,2.39514709373886,0.101547626277154,0,100,0.5,0.1,3000,1,0.8,0.5,0.25,0,0
"9.1","IV",0.741856467139912,0.550351017837311,0.10074185646714,95.6,100,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"9.2","Ideal",-0.578862072756339,0.335081299275765,0.0994211379272437,96.4,100,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"9.3","MIME",-0.292084277672253,0.0853132252633218,0.0997079157223277,94.8,100,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"9.4","Naive",9.23491765278271,85.2837040536777,0.109234917652783,93.6,100,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"9.5","PSC",-0.497030595214611,0.247039412579391,0.0995029694047854,26.4,96.8,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"9.6","SIMEX ind.",5.3920844834375,29.0745750765275,0.105392084483438,0,100,0.75,0.1,3000,1,0.8,0.5,0.25,0,0
"10.1","IV",3.40663488855715,11.6051612639348,0.103406634888557,92,100,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"10.2","Ideal",1.90491683561718,3.62870815061778,0.101904916835617,93.6,100,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"10.3","MIME",1.81217167009344,3.28396616188925,0.101812171670093,92.4,100,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"10.4","Naive",13.1507692371941,172.942731529931,0.113150769237194,84.4,100,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"10.5","PSC",0.530445918879075,0.281372872855466,0.100530445918879,31.6,96.8,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"10.6","SIMEX ind.",9.80774826666656,96.191926062301,0.109807748266667,0,100,0.9,0.1,3000,1,0.8,0.5,0.25,0,0
"11.1","IV",2.64937714458087,7.01919925422749,0.102649377144581,92.8,100,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"11.2","Ideal",1.38464314644533,1.91723664299802,0.101384643146445,95.2,100,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"11.3","MIME",-1.41616689630164,2.00552867818061,0.0985838331036984,79.6,97.6,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"11.4","Naive",2.77013283977577,7.6736359500042,0.102770132839776,95.2,100,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"11.5","PSC",0.879933940478346,0.77428373960575,0.100879933940478,30.8,100,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"11.6","SIMEX ind.",1.59423682549668,2.54159105576972,0.101594236825497,0,100,0.1,0.1,3000,1,0.1,0.5,0.75,0,0
"12.1","IV",1.23929374410174,1.5358489841697,0.101239293744102,94,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"12.2","Ideal",-0.67993723875639,0.462314648647665,0.0993200627612436,96.4,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"12.3","MIME",-1.26846379787088,1.60900040650902,0.0987315362021291,93.6,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"12.4","Naive",7.39615901019148,54.7031681040366,0.107396159010191,93.2,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"12.5","PSC",-4.76753060700438,22.7293480887236,0.0952324693929956,26,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"12.6","SIMEX ind.",-1.76658539698625,3.12082396484505,0.0982334146030138,0,100,0.25,0.1,3000,1,0.1,0.5,0.75,0,0
"13.1","IV",0.907575325575518,0.823692971593507,0.100907575325576,94.4,100,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"13.2","Ideal",-0.376502987648574,0.141754499708302,0.0996234970123514,97.6,100,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"13.3","MIME",-0.590499064851127,0.348689145590055,0.0994095009351489,90.8,100,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"13.4","Naive",27.4915966855259,755.787888319617,0.127491596685526,70,100,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"13.5","PSC",-10.2427428596796,104.913781289517,0.0897572571403204,31.6,98,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"13.6","SIMEX ind.",1.50470139946744,2.26412630155929,0.101504701399467,0,100,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"14.1","IV",2.38603191068011,5.69314827878377,0.10238603191068,95.6,99.6,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"14.2","Ideal",-1.13405913636209,1.28609012476633,0.0988659408636379,94.8,100,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"14.3","MIME",-3.94732152142258,15.5813471934859,0.0960526784785774,86,99.2,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"14.4","Naive",47.51799889361,2257.96021885312,0.14751799889361,30.4,100,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"14.5","PSC",-18.6464155634524,347.688813364958,0.0813535844365477,26.8,93.6,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"14.6","SIMEX ind.",12.4925645930998,156.06417011277,0.1124925645931,0,100,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"15.1","IV",1.19114010199289,1.41881474257564,0.101191140101993,93.6,99.2,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"15.2","Ideal",-0.285060892814977,0.0812597126124719,0.099714939107185,95.6,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"15.3","MIME",-0.896434966937574,0.803595649948369,0.0991035650330624,82,98.4,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"15.4","Naive",59.1848511737606,3502.84660846019,0.159184851173761,10,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"15.5","PSC",-18.3769846755373,337.713565764931,0.0816230153244627,27.2,90,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"15.6","SIMEX ind.",23.4067606528155,547.87644425819,0.123406760652815,0,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"16.1","IV",4.89669883090384,23.977659440575,0.104896698830904,94,99.6,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"16.2","Ideal",0.867477617414406,0.752517416714975,0.100867477617414,96.8,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"16.3","MIME",1.20168494407814,1.44404670482409,0.101201684944078,88.8,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"16.4","Naive",2.06897153472376,4.28064321149719,0.102068971534724,96.8,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"16.5","PSC",-0.869062577353749,0.755269763356742,0.0991309374226463,31.2,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"16.6","SIMEX ind.",0.971436713944282,0.943689289198864,0.100971436713944,0,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"17.1","IV",4.34849290142333,18.9093905137291,0.104348492901423,93.6,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"17.2","Ideal",-0.823753045684212,0.678569080274015,0.0991762469543158,94,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"17.3","MIME",-0.725385540963919,0.526184183039518,0.0992746144590361,88.8,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"17.4","Naive",6.5636711048806,43.0817783730445,0.106563671104881,93.6,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"17.5","PSC",-4.16247918673532,17.3262329800047,0.0958375208132647,28.8,99.2,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"17.6","SIMEX ind.",-1.44714833420906,2.09423830120405,0.0985528516657909,0,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"18.1","IV",4.47742533849188,20.0473376617692,0.104477425338492,90,99.6,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"18.2","Ideal",-0.700680767753722,0.490953538299945,0.0992993192322463,93.6,99.6,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"18.3","MIME",-1.15697376683833,1.33858829715208,0.0988430262331617,88.8,99.2,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"18.4","Naive",18.6692921484997,348.542469326031,0.1186692921485,85.6,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"18.5","PSC",-9.2967381196173,86.4293396647453,0.0907032618803827,33.6,96,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"18.6","SIMEX ind.",4.59520703824938,21.1159277243766,0.104595207038249,0,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"19.1","IV",5.68877843327506,32.3622000628954,0.105688778433275,94,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"19.2","Ideal",0.38894799492904,0.151280542759321,0.100388947994929,96.4,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"19.3","MIME",0.764767406181005,0.584869185556822,0.100764767406181,87.6,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"19.4","Naive",29.9419698313427,896.521557381034,0.129941969831343,65.2,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"19.5","PSC",-10.6819607176397,114.104284773197,0.0893180392823603,30,94.8,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"19.6","SIMEX ind.",17.1506684665095,294.145428848123,0.117150668466509,0,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"20.1","IV",5.61440941716197,31.5215931035171,0.105614409417162,94,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"20.2","Ideal",1.11768736536833,1.249225046704,0.101117687365368,96.8,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"20.3","MIME",0.945466269859042,0.893906467441171,0.100945466269859,90.8,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"20.4","Naive",33.6025867014709,1129.13383302987,0.133602586701471,63.6,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"20.5","PSC",-13.2496268285069,175.552611094689,0.0867503731714931,26,89.2,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"20.6","SIMEX ind.",21.8097945183204,475.667136931356,0.12180979451832,0,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
